RAVE_OBS_ID,Teff,logg,MH,FeH,alphaM,SiFe,AlFe,MgFe,NiFe
20110823_2313m03_014,4964.933,3.6463158,0.00464225,-0.0049593505,0.037249997,0.0101716,0.050806306,0.0724013,0.007342899
20110823_2313m03_015,5561.4043,4.0533657,0.104181,0.097454995,0.012047,0.055564,0.13814524,0.0382165,0.031035557
20110823_2313m03_030,5629.045,4.04834,-0.21474901,-0.217969,0.057213,0.074397,0.16398725,0.10820749,0.032529548
20110823_2313m03_035,5441.9043,4.244576,-0.172979,-0.183739,0.015649,-0.026504993,0.29233927,0.040537506,-0.032680437
20110823_2313m03_042,4679.723,2.9555635,0.26660845,0.24942845,-0.00787,0.0020189881,0.017758489,0.0427877,0.011252075
20110824_1915m27_137,4607.414,2.4050016,-0.10337155,-0.11095155,0.032307997,0.036217004,0.038891494,0.067379706,0.034037106
20110824_1915m27_139,4800.3794,2.4716554,0.09078645,0.07998945,0.009131998,0.016259,0.00012749434,0.055233702,0.013141096
20110824_1915m27_140,4333.2114,1.9077593,-0.42810154,-0.43268156,0.163259,0.16404203,0.1410985,0.23731172,0.07731211
20110824_1915m27_144,4233.1284,1.6514868,-0.04018755,-0.05208955,0.157699,0.119824,0.097866505,0.22721368,0.0530291
20110824_1915m27_145,4182.2515,1.5725859,-0.41968155,-0.42872155,0.211479,0.16372201,0.14749849,0.30931172,0.090422094
20110825_0126m00_064,4897.441,2.9539523,-0.19888155,-0.20600155,0.032994002,0.04786101,0.06360729,0.06431571,0.0366621
20110825_0126m00_085,5667.237,4.4381433,-0.0019508002,0.0009023999,-0.022789,-0.036972202,-0.09283616,-0.0600567,-0.028434848
20110825_1904m20_053,3947.498,1.6125534,0.50555843,0.47450846,-0.012228001,-0.014616638,0.025458485,0.05334264,0.031302094
20110825_1904m20_094,4017.8394,1.6019883,0.34084845,0.32452846,0.012823001,-0.009833008,0.037988514,0.054651678,0.027052075
20110825_1904m20_099,4898.497,3.2418537,0.10929845,0.08956245,-0.012616001,0.016746,0.10956451,0.015097097,0.078778096
20110831_0243m16_122,5867.2637,4.151707,-0.010182001,-0.013615001,0.00492,0.01368,0.01582825,0.0050565004,0.06160255
20110902_1812m43_084,4816.9688,2.5343335,0.17828844,0.16591845,-0.006016001,0.016614988,0.00518848,-0.0030405074,-0.009487897
20110904_1759m48_025,4616.5137,2.7444348,0.35367846,0.33286846,-0.008983001,0.0076570213,0.032658488,0.0295977,0.068492085
20110904_1759m48_127,4775.3184,2.5398397,0.27175844,0.25685844,-0.009314001,0.024464011,0.019868523,0.0060550272,-0.014807895
20110905_1921m11_088,4179.4194,1.5877353,0.034879453,0.016601453,0.003575001,0.025626002,-0.0334545,0.016115999,0.012107098
20110905_2028m00_106,3952.6436,1.0855008,-0.26277155,-0.27037156,0.098988995,0.049994007,0.0438585,0.1572317,-0.0063179135
20110905_2028m00_109,4282.928,1.72158,-0.5454515,-0.54999155,0.224649,0.22908205,0.1909785,0.32778174,0.0736821
20110924_0425m71_029,5760.5596,4.2828455,-0.179349,-0.194319,0.098015,0.12504,0.25923926,0.18993148,0.028779536
20110929_0509m77_005,4260.6177,1.673857,-0.41187155,-0.41379154,0.167539,0.15843198,0.15292847,0.22716168,0.020492077
20110929_0509m77_012,4671.5596,2.4426975,0.14948845,0.13919845,-0.00048600137,-0.0025369972,0.008958489,0.034721702,0.006042108
20110929_0509m77_020,4790.1445,2.430963,-0.09780255,-0.10582155,0.047087,0.035632998,0.0987785,0.0799627,0.024738103
20110929_0509m77_024,4604.974,2.5677078,0.11497845,0.09991645,0.0075320005,0.033093996,0.0180505,0.043069698,0.0355841
20110929_0509m77_028,5640.9673,4.18459,0.072905995,0.06522299,0.0047310004,0.005738005,0.13441725,0.018842503,-0.012413442
20110929_0509m77_030,5324.87,4.5442095,-0.013665,-0.0066092005,0.0013859998,-0.0389698,0.004269452,0.0042487,0.010619749
20110929_0509m77_031,4469.6777,1.8291333,-0.50918156,-0.52514154,0.21717899,0.235562,0.25188848,0.29886168,0.09547207
20110929_0509m77_038,6023.9053,4.149122,-0.26688898,-0.266949,0.042722,0.07154602,0.073929265,0.05665052,0.03657955
20110929_0509m77_042,5870.866,4.1595263,0.25290102,0.23306102,-0.021048,0.07127401,0.09310925,-0.041428506,0.051339567
20110929_0509m77_055,4976.772,2.9893546,-0.26816154,-0.26856154,0.030309,0.035449,0.030010492,0.04193771,0.0016620755
20110929_0509m77_110,4526.948,2.3623767,0.34298846,0.32890844,-0.01561,-0.010834992,-0.02583149,0.03456971,0.042642087
20110929_0509m77_116,6319.8022,4.500527,0.13092099,0.122431,-0.02441,-0.004696004,0.008539259,-0.023901507,0.026329547
20110929_0509m77_118,6629.5254,4.184726,-0.28058898,-0.292309,0.075819,0.037498564,-0.05036074,0.2266915,0.034639537
20110929_0509m77_120,5156.111,4.230561,-0.089668006,-0.114049,-0.0024365,-0.048657,0.26881927,-0.016758502,0.04237955
20110929_0509m77_132,6483.0737,4.26185,-0.17954901,-0.191529,0.032004997,0.020435989,0.040499255,0.1538015,-0.002220437
20110930_0138m19_079,4884.6494,3.4929185,-0.16019155,-0.16997156,0.113149,0.095172,0.1852085,0.1926417,0.055518106
20110930_0138m19_092,5229.7363,3.8687959,-0.10252155,-0.10825155,0.001828,-0.014890999,0.0014045015,0.040824704,0.0353491
20111002_2158m12_095,6136.0254,4.3612947,-0.420849,-0.429339,0.063356005,0.10712701,0.04766926,0.12904751,0.01750955
20111002_2158m12_125,4606.8926,2.5249016,-0.31448156,-0.32125154,0.171029,0.18801197,0.25352848,0.2532817,0.07579209
20111002_2158m12_126,6474.6567,4.1687913,0.28200102,0.256861,0.056626,0.10601202,0.059499264,0.13855651,-0.04562044
20111002_2158m12_129,6073.9844,4.361406,0.066893,0.075858995,-0.034724,-0.062124,-0.07305975,-0.041678503,-0.059012447
20111002_2158m12_130,5017.97,3.1917074,-0.36554155,-0.37038153,0.061498,0.06656799,0.13417548,0.11116168,0.041492075
20111003_2222m11_027,4827.8022,4.5718513,0.136311,0.12779099,-0.031737998,-0.03578999,0.050259262,0.006360501,0.028969571
20111003_2222m11_030,5674.081,4.024243,0.23494099,0.216911,-0.00094319973,0.051613286,0.11208923,0.020606488,0.038409546
20111003_2222m11_033,6280.9717,4.482287,0.011631,0.014105,-0.023906,-0.010785001,-0.00401075,-0.0207555,-0.039127447
20111003_2222m11_035,5672.1084,4.5041304,-0.018723,-0.018958,-0.017124001,-0.013462001,-0.05659075,-0.021918504,-0.050073445
20111003_2222m11_061,4678.0513,2.1553125,-0.9741715,-0.9878715,0.288589,0.366342,0.25833845,0.3154117,0.008342087
20111003_2222m11_064,5030.9507,3.127529,-0.5182316,-0.51673156,0.084839,0.035555005,0.1051985,0.15078169,0.020722091
20111003_2222m11_069,5403.9697,4.134842,0.33601102,0.311571,-0.039315,0.059034914,0.035639256,-0.023724496,0.05194956
20111003_2222m11_071,6238.1074,4.052785,-0.129089,-0.128419,0.06347,0.084837995,0.031521246,0.0992385,0.010248542
20111003_2222m11_079,4697.1733,2.4014695,-0.04854455,-0.074546546,0.18474899,0.19270399,0.1789535,0.2690737,0.087330095
20111003_2222m11_107,6071.2153,4.3025084,0.067582,0.059394,-0.0150764,0.004170995,0.056906257,0.006625492,0.013366546
20111003_2222m11_117,5851.4834,4.4233418,0.09636,0.098042,-0.01167762,0.014643401,0.008908257,-0.037291497,0.028608546
20111003_2222m11_131,5766.663,4.080967,0.0086948,-0.0026172008,0.0033640005,0.015419001,0.11837746,0.0180725,0.0049387515
20111003_2222m11_138,6187.2974,4.1697335,-0.15010901,-0.144069,0.053235,0.12177099,-0.032930747,0.06997349,-0.049880445
20111003_2222m11_142,4687.8794,4.3278747,-0.00014450005,-0.012939001,-0.027968,-0.013069499,-0.051504746,-0.030281002,0.04957655
20111003_2222m11_144,4903.57,3.7301674,0.08988245,0.08664145,0.063771,0.058929987,0.11571548,0.1189127,0.0410391
20111018_0509m77_008,4832.037,3.0899744,0.11733845,0.10733845,0.0026939996,0.057894997,0.034078486,0.030552693,0.030322097
20111018_0509m77_009,5742.5796,4.1502657,0.154401,0.143931,-0.0163686,-0.0041449964,0.03535925,-0.0077575,0.09972955
20111018_0509m77_010,4677.18,2.5776825,-0.18255155,-0.19619155,0.019085001,0.053515002,0.09037049,0.038298696,0.030212104
20111018_0509m77_012,3871.395,1.0545263,-0.5095915,-0.5224515,0.294729,0.22991201,0.11805847,0.3638617,0.09643206
20111018_0509m77_013,4330.831,2.0246508,-0.06832155,-0.07476155,0.10418899,0.109002,0.095828496,0.16116169,0.0053410977
20111018_0509m77_018,4620.2056,2.3921244,-0.00147775,-0.02391355,0.101209,0.12291779,0.0766505,0.1488675,0.0444651
20111018_0509m77_042,4721.107,2.3666542,-0.03360155,-0.04267855,0.010460999,0.017379,0.0721055,0.052473698,-0.0063599013
20111018_0509m77_082,6138.19,3.9406796,0.130211,0.13114099,0.0012229998,0.07221301,0.12533928,0.019082502,0.00092956424
20111018_0509m77_102,4174.3135,1.5246783,-0.28779155,-0.30808154,0.205159,0.19265199,0.20846649,0.2891317,0.09814209
20111018_0509m77_105,5075.876,3.3825593,-0.18381155,-0.18521155,0.021318998,-0.005704984,0.0069305003,0.0715927,0.007792115
20111018_0509m77_106,4702.349,2.570722,-0.26266155,-0.27648154,0.200259,0.19250199,0.27683848,0.2891917,0.098432094
20111018_0509m77_108,4707.087,2.705893,0.23439845,0.22055845,0.015443999,0.04390101,0.07133849,0.073588714,0.02791211
20111018_0509m77_110,4908.072,2.4281619,-0.19945155,-0.20214155,0.039644003,0.039326012,0.0442878,0.038978696,-0.038047895
20111018_0509m77_111,4684.4805,2.3459237,0.02919245,0.02812645,0.038497,0.029129995,0.008920504,0.050346702,-0.012812901
20111018_0509m77_112,4003.064,1.3728905,-0.27026156,-0.28060156,0.210629,0.176572,0.1945565,0.27523172,0.071652114
20111018_0509m77_116,6022.3696,4.232211,-0.040742,-0.040949,0.006557999,0.005960997,0.044173248,0.04129184,0.06496455
20111018_0509m77_118,4807.8237,2.4659007,-0.02132155,-0.032080553,-0.016660001,-0.004444994,0.0178375,-0.014638297,-0.024176896
20111018_0509m77_122,4662.2236,2.3257313,-0.41783154,-0.42894155,0.060787,0.09174201,0.1584085,0.11183169,0.021522075
20111018_0509m77_135,5718.4526,3.9709475,-0.62367153,-0.59801155,-0.27774101,-0.320758,-0.38981146,-0.50075823,-0.056807935
20111018_0509m77_136,4864.4595,2.7034044,-0.35575154,-0.36223155,0.0072209984,0.01818201,0.05655849,0.016929716,0.010512084
20111018_0509m77_138,3945.254,1.1923391,-0.13669156,-0.13656154,0.198069,0.10221199,0.14872849,0.20342168,0.0015920997
20111019_0632m17_007,4343.756,2.0629582,0.12057845,0.11391845,0.075759,0.052767992,0.09219849,0.1306417,0.019452095
20111019_0632m17_033,4178.5264,1.7270621,0.06745845,0.05414545,0.038351,-0.0073180012,-0.012238499,0.062653705,-0.008903902
20111019_0632m17_037,4529.147,2.3338563,0.27985844,0.26929846,0.036469996,0.031637967,0.01522848,0.08218667,0.02077207
20111020_0505m41_088,6191.645,4.04918,-0.40068898,-0.40329897,0.065962,0.08810899,0.09528923,0.1611715,0.075799555
20111020_0505m41_089,6789.97,4.3547163,0.041598003,0.011965901,0.090165004,0.1564231,0.020752352,0.2759736,-0.00589535
20111020_0505m41_090,4585.629,2.638405,0.19738846,0.18578845,-0.016369,0.0054620057,0.016928494,0.043240696,0.034362108
20111020_0505m41_091,6610.931,4.084098,-0.352209,-0.417309,0.204145,0.305591,0.03959924,0.4945515,0.17979956
20111020_0505m41_092,5556.381,4.481256,-0.007816,-0.012075,-0.01116055,-0.0061409986,0.027793251,0.0057015,0.01586055
20111020_0505m41_097,4037.5593,1.2279108,-0.6748415,-0.67456156,0.249469,0.25094205,0.15099853,0.35310176,0.06696212
20111022_0041m14_128,5867.834,4.3362107,-0.16205901,-0.15721901,0.027599001,0.025300398,-0.028030738,0.027271494,0.017594546
20111022_0041m14_133,5192.2627,3.6327972,-0.25562155,-0.25562155,0.022463001,0.010086998,0.041044503,0.088068694,0.03592211
20111022_0041m14_137,5589.8457,4.3169174,0.057107,0.060373,-0.0174186,-0.016570002,0.05019725,-0.013104498,0.011247553
20111022_0041m14_139,5995.427,3.9843214,-0.309909,-0.307369,0.078675,0.056896,0.13525926,0.1157065,0.022569567
20111022_0041m14_140,4805.299,3.0754168,-0.27654156,-0.29256156,0.181939,0.17248201,0.26856852,0.30918172,0.10636212
20111023_0050m24_080,5687.8706,4.499641,-0.05041,-0.049948998,-0.032445,-0.029225,-0.015420757,-0.0547475,-0.0076794513
20111023_0050m24_081,5872.677,3.9420514,-0.060308,-0.066402,0.021109002,0.015032005,0.06339225,0.08268851,-0.018841445
20111023_0050m24_083,5160.7334,4.414959,0.186791,0.156931,-0.069134,0.030796006,0.050849244,0.0036835074,0.055499554
20111023_0359m65_090,4399.92,1.993947,-0.49380153,-0.50677156,0.205069,0.24947205,0.2471185,0.29280174,0.0682421
20111023_0359m65_095,5349.6426,4.276024,0.32076102,0.30044103,-0.0017015003,0.09952399,0.10703924,0.07569149,0.020149529
20111023_0359m65_102,4937.187,3.084603,-0.22506155,-0.23217155,0.039553,0.06560801,0.14405349,0.06567769,0.029292107
20111023_0359m65_107,5641.875,4.231728,0.194331,0.186691,-0.0197532,0.0062080026,0.09541927,-0.01458849,0.05638954
20111023_0359m65_117,5132.706,3.695855,-0.36357155,-0.36929154,0.059299998,0.028191,0.040558487,0.09890169,-0.008267909
20111023_0359m65_119,5590.5513,4.413666,0.106761,0.102073,0.012254,0.019792005,0.12259725,0.039022192,0.056317538
20111023_0359m65_120,4883.3535,2.4257927,-0.31389156,-0.32682154,0.052535996,0.04685998,0.13914348,0.06693068,-0.03687793
20111023_0359m65_137,4930.4785,4.586661,-0.067591004,-0.060183004,-0.0095993,-0.11308701,-0.054453745,-0.08499651,-0.035486445
20111023_0359m65_139,4966.336,2.3603747,-0.37554154,-0.38870156,0.10216899,0.17488202,0.08247852,0.12903172,0.0316121
20111023_0359m65_145,4744.366,2.6127717,-0.5115216,-0.51908153,0.130039,0.12572196,0.21317849,0.11975166,0.04469207
20111023_0359m65_146,4346.1196,2.1602316,-0.09377955,-0.12063155,0.153459,0.142394,0.14274849,0.22862369,0.1160291
20111024_0021m10_075,5687.859,4.461216,-0.387159,-0.384599,0.033352003,0.04866302,0.04776925,0.060626507,0.015989572
20111028_0051m27_009,5104.9624,4.561877,0.093655,0.101066,0.011600999,-0.023295,0.05779425,0.0266755,-0.01803545
20111028_0051m27_109,4561.071,2.1818311,-0.50434154,-0.5224916,0.262999,0.29325205,0.29251552,0.36955175,0.10225213
20111030_2222m11_011,4755.184,2.4406862,-0.065709546,-0.076682545,0.045948,0.051542997,0.034519494,0.0735297,0.003552094
20111030_2222m11_025,5388.1704,3.9658706,-0.09513855,-0.09431355,0.0070859976,-0.036697105,0.042110495,0.0396287,-0.019010901
20111030_2222m11_035,6203.747,4.1256866,0.01922,0.0086758,0.0018260004,0.028257102,-0.05080995,0.0007326985,-0.0035822494
20111030_2222m11_042,5513.681,4.279117,0.188761,0.169031,-0.024519999,0.0676,0.07775925,-0.0092905015,0.082499534
20111030_2222m11_065,6158.036,4.2481246,0.069148995,0.051092997,0.023041,0.09533699,0.059317246,0.0928275,0.03778755
20111030_2222m11_072,6067.8086,4.327281,-0.297269,-0.294469,0.057666004,0.08250801,0.028149277,0.1017535,0.11748958
20111030_2222m11_075,5937.562,4.2121205,0.028454,0.019476,0.011577999,0.042406503,0.073014244,0.060483497,0.050014544
20111030_2222m11_079,5924.674,4.0474415,0.04046,0.034934003,-0.0070936,-0.011984,0.091186255,-0.0060175024,-0.051919453
20111030_2222m11_150,5840.3794,4.2263274,0.058367003,0.048666,-0.01157945,0.017520003,0.09671424,0.005105503,0.05719456
20111101_0047m80_016,6282.2124,4.4006906,-0.114569,-0.119419,0.018905,0.044115,0.021691248,0.0475998,-0.015882455
20111102_0329m69_117,4452.2114,2.0682862,-0.44214156,-0.44949156,0.219389,0.23557201,0.22211051,0.3129517,0.07556209
20111102_0329m69_118,5007.2603,2.437043,-0.5574815,-0.58847153,0.24151899,0.254222,0.21638846,0.31489173,0.11926207
20111102_0329m69_119,5873.4395,4.1341376,0.097599,0.084533,-0.0093111,0.025426,0.07669725,0.0005344972,0.057877563
20111102_0329m69_121,5477.4,4.229976,-0.145229,-0.26811898,0.061389,0.22444698,0.09477922,0.24557647,0.046219513
20111102_0329m69_128,4520.7935,2.1221104,-0.59845155,-0.6005716,0.23064901,0.24857202,0.1680085,0.26435173,0.07507211
20111103_0007m69_077,6213.084,4.278066,-0.164039,-0.174409,0.00019800011,-0.031652004,0.13536695,0.021550506,-0.013520464
20111103_0458m61_039,4612.528,2.4720104,-0.16097155,-0.16138154,0.04807,0.07330199,0.045965493,0.07419469,0.0018820912
20111103_0458m61_048,5838.7856,4.487682,-0.34889898,-0.340439,0.0029250002,0.018803507,0.05207926,0.03154728,0.033079565
20111103_0458m61_133,5936.117,4.4692645,0.018819999,0.021178,0.0048619993,-0.011093,-0.01168575,0.011466499,0.090602554
20111103_0458m61_135,5002.744,3.5887556,0.12709846,0.10347845,-0.0071179997,-0.018211998,0.014378495,0.034454696,0.057862096
20111103_0458m61_136,4792.7036,3.032989,0.02015745,0.01384045,0.029018998,0.031604,0.08105648,0.069709696,0.0231381
20111103_0458m61_138,3971.201,4.753104,-0.357409,-0.20179899,-0.095364,-0.324349,-0.6833008,-0.37566853,-0.042570457
20111103_0458m61_139,5448.8276,4.1878037,0.341181,0.32484102,0.025669,0.10799497,0.13114923,0.054202974,0.07321954
20111103_0458m61_140,5048.537,3.164337,-0.28658155,-0.29341155,0.061796002,0.03710401,0.08631751,0.1195517,0.054252103
20111103_0458m61_141,4927.491,3.1958191,0.00794575,0.00290875,-0.014972001,0.0046670004,0.022558197,-0.0062123,0.0102918
20111104_0605m03_080,4209.714,1.5561926,-0.34394154,-0.36057153,0.051294997,0.081442,0.03271848,0.067632705,0.009472072
20111104_0605m03_089,4040.5312,1.1497444,-0.52681154,-0.54573154,0.056296,0.05865699,0.038298488,0.13289171,0.046882093
20111115_0256m03_003,4829.466,2.3329988,-0.47176155,-0.48615155,0.21741901,0.222722,0.2069985,0.2938517,0.06283209
20111115_0256m03_013,4898.491,3.1849513,0.035001453,0.02668045,-0.011304,0.033980004,0.009166498,-0.014508298,0.0498101
20111115_0256m03_130,4801.2266,3.3252122,0.15367845,0.15241845,0.012984,0.011225,0.044958487,0.0421367,0.025632098
20111115_0256m03_134,5993.7783,4.101166,-0.513269,-0.53158903,0.10160501,0.422391,0.37095928,0.33373153,-0.03897041
20111118_0003m13_102,6214.026,4.2359915,-0.49828896,-0.494579,0.126755,0.18307105,0.09270924,0.20857152,0.05578956
20111118_0003m13_103,6075.1543,4.2051826,-0.103129,-0.099659,0.039189003,0.057787,-0.003954746,0.017840505,-0.04944045
20111118_0411m03_146,5175.6523,4.3837447,0.15416099,0.126261,-0.043015003,0.033418998,0.01108925,-0.0027145073,0.048849538
20111118_0411m03_150,6238.51,4.227076,-0.142639,-0.142359,0.046155997,0.08464101,-0.042510748,0.041792706,0.024992548
20111118_0539m02_011,5502.5884,4.0576806,-0.114149,-0.110799,-0.097876996,-0.163379,-0.15669073,-0.14605851,-0.03123045
20111118_0539m02_028,5346.247,3.8791783,0.19907846,0.19163845,-0.012105001,0.028173,-0.023461506,-0.046192303,0.06789209
20111118_0539m02_030,4677.323,2.512071,-0.22312155,-0.22993155,0.042038,0.005217999,0.079800695,0.072892696,0.020512104
20111118_0539m02_055,4951.9307,2.5750694,-0.02616155,-0.032136552,-0.008982001,0.008601004,0.009093499,0.008001704,-0.044848897
20111118_0539m02_092,4702.8027,2.3782067,-0.22779155,-0.25094154,0.146589,0.149842,0.17622149,0.20245169,0.0666921
20111118_0539m02_094,4981.8633,2.7513726,0.11931846,0.09590345,-0.037512302,0.0065140054,0.004593499,-0.040595293,-0.00073289126
20111118_0539m02_134,3891.6016,0.6531323,-0.6079916,-0.61753154,0.062972,0.048829973,-0.047341466,0.10292166,0.0209921
20111119_0006m19_037,4635.884,2.527722,-0.26897156,-0.27892154,0.147219,0.13781199,0.20344749,0.24486168,0.063722104
20111119_0006m19_039,5829.7036,4.1079626,0.04343,0.039613,-0.0053523,0.020243898,0.009384248,0.010833498,0.035337545
20111119_0638m75_007,4401.9287,1.6591069,-0.74196154,-0.73798156,0.244889,0.32369202,0.14492851,0.27204174,0.03535211
20111119_0638m75_017,5792.345,4.049078,0.069586,0.049824998,-0.025011,0.039518103,0.08948524,-0.011731498,0.050915547
20111119_0638m75_018,4814.7944,2.3736622,-0.33945155,-0.35465154,0.19230899,0.214912,0.2168195,0.2875717,0.07317209
20111119_0638m75_020,6578.805,4.0553703,-0.17345901,-0.18022901,0.121925,0.124747,0.07372125,0.25276148,0.026339546
20111119_0638m75_024,4300.8647,1.8747076,-0.17671154,-0.18284155,0.061885998,0.06390001,0.0726925,0.1102317,-0.0034678876
20111119_0638m75_031,6332.442,4.2328663,0.151601,0.142511,0.0055439994,0.026204407,0.054659247,-0.019646496,0.024769545
20111119_0638m75_033,4735.834,4.636621,0.219991,0.214661,-0.060673,-0.083169,-0.023850754,-0.0370595,0.028899565
20111119_0638m75_053,4028.4092,1.2050067,-0.39998156,-0.41302153,0.09708899,0.09417197,0.051428467,0.12989166,0.046892077
20111119_0638m75_055,4607.149,2.3867104,0.29774845,0.28344846,-0.007654,0.006036997,-0.06996152,0.011882991,0.024582088
20111119_0638m75_063,5937.6846,4.41228,0.097952,0.088165,-0.0197351,-0.014156997,0.017365247,-0.023022503,0.050445557
20111119_0638m75_070,5430.821,3.8571424,-0.39396155,-0.39387155,0.04355,0.029924005,0.025428474,0.08278471,0.08995208
20111119_0638m75_086,5812.04,3.9615707,0.177491,0.163131,0.032995,0.10970801,0.16362923,0.042528495,0.05653955
20111119_0638m75_087,4824.3467,2.355657,-0.38095155,-0.39613155,0.145959,0.14836198,0.1798185,0.20451169,0.045982093
20111119_0638m75_088,6834.233,4.0519805,-0.108629,-0.097919,0.108375,0.094231,-0.029684752,0.3198015,-0.21247046
20111119_0638m75_092,4646.601,2.6553912,0.10475845,0.08993145,0.022197,0.044467993,0.048645504,0.0671277,0.026569106
20111119_0638m75_094,4720.278,3.0156367,0.20289846,0.19878845,0.029941,0.02476801,0.027018502,0.0864187,0.0093721
20111119_0638m75_097,7164.5894,3.9608784,-0.072516,0.106981,0.112985,0.010693997,-0.38214076,-0.1407786,0.051089562
20111119_0638m75_098,6662.095,4.394274,0.071984,0.087800995,0.048899002,0.037851006,0.027189255,0.1511745,0.010529555
20111119_0638m75_100,4957.847,2.4722645,-0.29069155,-0.31003156,0.039293997,0.06381202,0.1386595,0.06211871,0.034082115
20111119_0638m75_101,6269.5723,4.358579,0.0012246999,-0.0022629,-0.0018648002,-0.006072402,-0.035973847,0.034588102,-0.039806448
20111119_0638m75_140,3688.7651,0.62195987,-0.45977154,-0.47810155,0.258429,0.192992,0.1689285,0.3286417,0.07964209
20111127_0458m61_075,4927.2646,3.3252382,-0.45818156,-0.46748155,0.210469,0.189852,0.2215115,0.3187217,0.10457209
20111127_0458m61_079,5798.606,4.410307,0.131971,0.129241,-0.032662,-0.020886004,0.018659249,-0.031057507,0.033569545
20111127_0458m61_082,5878.4087,3.1714263,-0.36242154,-0.38459155,0.11976899,0.082941025,0.037718505,0.1905117,0.1279321
20111127_0458m61_083,6007.591,3.9772346,0.280151,0.268521,0.0007750001,0.047917992,0.15854925,0.023263484,0.09493956
20111127_0458m61_084,6203.8755,4.30372,0.03483,0.035401,0.007846,-0.017239003,-0.08255555,0.0358714,-0.03212545
20111127_0458m61_085,5513.3267,4.5767517,-0.082073,-0.079526,-0.026225999,-0.026908003,-0.02169875,-0.017611504,0.008394547
20111127_0458m61_088,5625.013,3.9927225,0.162831,0.148951,-0.0166559,0.0473406,0.14709926,-0.019350499,0.05993955
20111127_0458m61_090,5583.094,4.2258024,0.080633,0.078663,-0.0085253,0.021721505,0.08088725,0.0395519,-0.03404945
20111127_0458m61_096,5750.9272,4.296204,-0.260039,-0.26717898,0.173575,0.18050098,0.31197724,0.2902015,0.09058955
20111127_0703m21_098,4984.762,2.5553238,-0.22556154,-0.24079154,-0.0031250007,0.019492999,0.062224492,0.007500574,0.0031720996
20111127_0703m21_111,4434.0366,1.9458306,-0.30237156,-0.31247154,-0.005155001,0.060642987,-0.001701504,-0.039303333,-0.0004079342
20111128_0754m62_063,4117.9204,1.3307416,-0.48913154,-0.50045156,0.089129,0.07603204,0.024018526,0.1635217,0.009892106
20111128_0754m62_070,4266.4077,1.6773758,-0.27596155,-0.28606156,0.059725,0.088902,0.0508385,0.10208172,0.024692088
20111128_0754m62_071,4709.723,2.4077551,0.040402453,0.036531452,0.005116001,0.021393001,-0.014954511,0.0026953034,0.017871097
20111128_0754m62_081,4824.058,2.481874,0.07861145,0.063910455,-0.00036799908,0.049407996,0.0197265,0.011606693,0.010855094
20111202_0105m70_014,6349.481,4.4926915,-0.309009,-0.321019,0.043181002,0.12878501,0.018209249,0.064908504,0.024029553
20111202_0105m70_055,4930.9375,4.488708,0.26076102,0.22515102,-0.10653999,0.029629007,0.010999247,-0.008004501,0.07204954
20111204_0138m19_110,5879.358,4.185468,-0.359269,-0.357189,0.054740004,0.06259799,0.07016924,0.1078755,-0.05812043
20111204_0138m19_113,5723.372,4.2780933,-0.028993001,-0.039043,-0.00049600005,-0.021329,0.12442324,-0.008176498,0.045817554
20111204_0138m19_118,4477.1743,2.3384955,-0.09974155,-0.11364154,0.162039,0.159602,0.19463849,0.2457517,0.074061096
20111204_0138m19_127,6030.297,4.2752404,-0.20549901,-0.20606901,0.017723,0.018254206,0.008699253,0.017417505,-0.0099104345
20111210_0329m06_103,5558.063,4.3869696,0.043811,0.030497001,0.022986999,0.02303,0.14860325,0.0951225,0.029913554
20111210_0329m06_106,4854.077,2.5125067,0.0049686497,-0.01082255,-0.0068430007,0.0355872,-0.00087049603,-0.006966098,0.0233481
20111210_0329m06_113,4968.7754,2.8926516,-0.6021516,-0.6137015,0.143299,0.082411945,0.19856846,0.24883163,0.06347203
20111210_0329m06_121,4893.4824,2.515041,-0.43091154,-0.46994156,0.163789,0.14977202,0.11244851,0.2741217,0.075302094
20111211_0758m14_075,4917.0645,2.4470367,-0.27955154,-0.29322156,0.029515997,0.030129015,0.11115851,0.036301732,0.012122095
20111212_0703m21_097,4002.0205,1.1068193,-0.55931157,-0.56627154,0.079769,0.08021197,0.039758503,0.14333168,0.052642107
20111212_0703m21_112,4487.364,2.2571528,0.11103845,0.09018845,-0.023133,-0.009852499,-0.05283151,-0.008512296,0.023562096
20111216_0950m37_142,4272.3506,1.6859132,-0.10386155,-0.11558155,0.024928,0.028980002,0.008623496,0.043221705,-0.019427903
20111228_0721m66_019,4715.345,2.3647459,-0.01667555,-0.01911655,-0.0041070003,0.007114999,-0.07025151,0.0007112995,-0.0654449
20111228_0721m66_037,4995.613,2.7512639,-0.01208855,-0.02646055,-0.00019400194,0.040644996,0.0506775,0.0446367,0.0501431
20111228_0721m66_066,4705.7583,2.4394684,-0.12530155,-0.15105155,0.114979,0.16797198,0.2188785,0.1078847,0.0866181
20111228_0721m66_067,4314.8794,1.8315265,0.01241845,0.00582365,0.025054999,0.048235796,-0.009106707,0.019626502,0.019787898
20111228_0721m66_081,4848.438,2.8106163,-0.21255155,-0.21973155,0.012481999,-0.009744987,-0.01963149,0.032357708,0.008542106
20111228_0721m66_082,5086.533,3.6956465,-0.19739155,-0.20411155,0.043596998,0.041361988,0.093257494,0.08563669,0.041992098
